Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3
1133,Vanderbilt University,2.73,Masters,Chicago,M,1.0,0,N/A,4,Junior SWE,07/03,06/04,ML Engineer,08/04,05/06,Lawyer,05/06,12/06
1134,Harvard University,3.36,PhD,San Diego,M,N/A,1,N/A,0,Junior Data Scientist,08/04,01/07,Lawyer,03/07,02/08,Senior SWE,03/08,03/09
1135,Purdue University,3.52,PhD,San Antonio,F,N/A,1,1,2,Junior SWE,01/00,06/02,Junior SWE,07/02,12/04,Junior SWE,02/05,08/07
1136,University of Arizona,3.9,Masters,Chicago,M,1.0,1,1,4,Junior Data Scientist,07/07,04/10,Junior SWE,04/10,05/12,ML Engineer,07/12,11/13
1137,New York University (NYU),3.54,PhD,Los Angeles,F,0.0,1,0,2,Junior SWE,08/00,02/02,Junior Data Scientist,05/02,04/04,Lawyer,04/04,06/06
1138,Johns Hopkins University,2.03,PhD,San Diego,M,0.0,1,N/A,3,Senior Data Scientist,06/00,01/01,Teaching Assistant,04/01,09/03,ML Engineer,09/03,03/06
1139,University of Alabama,2.13,PhD,San Antonio,F,N/A,0,N/A,3,Junior SWE,11/06,02/07,Research Assistant,03/07,05/09,Junior Data Scientist,07/09,05/11
1140,Massachusetts Institute of Technology (MIT),2.52,Masters,San Jose,N/A,N/A,1,N/A,3,Research Assistant,11/06,03/09,ML Engineer,04/09,04/11,Teaching Assistant,07/11,04/12
1141,University of Kansas,2.07,Masters,Phoenix,M,1.0,1,N/A,3,Senior SWE,05/08,05/10,ML Engineer,05/10,01/11,Research Assistant,02/11,07/12
1142,University of Washington,2.12,Masters,Los Angeles,M,N/A,0,0,1,Research Assistant,09/02,10/04,Junior Data Scientist,11/04,04/06,ML Engineer,05/06,06/07
1143,Boston University,3.57,Bachelors,San Antonio,N/A,1.0,0,0,0,Research Assistant,08/05,06/07,Junior Data Scientist,07/07,07/09,ML Engineer,08/09,10/10
1144,Vanderbilt University,3.01,Bachelors,New York City,F,1.0,0,0,1,Research Assistant,07/01,11/01,Junior SWE,12/01,01/03,Senior Data Scientist,03/03,10/05
1145,Georgetown University,3.25,Bachelors,San Antonio,F,0.0,1,0,4,Senior Data Scientist,09/03,11/04,N/A,N/A,N/A,N/A,N/A,N/A
1146,University of Oklahoma,3.0,Masters,Chicago,N/A,1.0,0,1,2,Senior Data Scientist,10/07,03/08,Lawyer,04/08,07/10,Teaching Assistant,09/10,06/13
1147,University of South Carolina,2.83,PhD,Phoenix,F,N/A,0,0,1,Junior Data Scientist,05/08,05/09,Senior SWE,06/09,10/11,Senior SWE,10/11,01/14
1148,University of Oregon,3.4,PhD,Houston,M,N/A,1,N/A,4,Senior Data Scientist,05/06,07/08,Research Assistant,09/08,03/09,Senior SWE,05/09,07/11
1149,Yale University,2.16,Bachelors,Dallas,M,N/A,0,N/A,3,Senior SWE,07/00,10/02,N/A,N/A,N/A,N/A,N/A,N/A
1150,California Institute of Technology (Caltech),3.07,Bachelors,San Diego,F,N/A,1,1,2,Senior SWE,10/04,10/05,Teaching Assistant,01/06,05/06,Senior SWE,05/06,08/06
1151,Northwestern University,3.23,PhD,New York City,F,N/A,1,1,1,Research Assistant,02/06,11/07,Lawyer,02/08,07/09,Teaching Assistant,08/09,05/10
1152,University of Iowa,2.55,Masters,San Diego,F,0.0,1,N/A,3,Senior SWE,12/00,08/02,Research Assistant,10/02,10/03,Senior SWE,12/03,06/04
1153,Pennsylvania State University,2.61,Bachelors,San Jose,F,N/A,0,N/A,2,Research Assistant,04/06,05/07,Junior Data Scientist,07/07,05/08,N/A,N/A,N/A
1154,Cornell University,3.02,PhD,Los Angeles,M,N/A,0,1,2,Lawyer,05/01,02/02,Junior SWE,03/02,09/04,N/A,N/A,N/A
1155,Michigan State University,2.4,Bachelors,San Diego,N/A,1.0,0,1,1,Research Assistant,06/07,01/08,N/A,N/A,N/A,N/A,N/A,N/A
1156,University of Minnesota Twin Cities,3.61,Bachelors,Phoenix,M,0.0,0,0,4,Teaching Assistant,06/05,11/07,Lawyer,12/07,05/08,Lawyer,08/08,06/10
1157,University of Florida,3.07,PhD,Los Angeles,N/A,N/A,0,0,3,Teaching Assistant,08/04,11/05,ML Engineer,12/05,08/08,Teaching Assistant,10/08,12/09
1158,Cornell University,2.78,PhD,Dallas,N/A,0.0,1,0,0,Junior Data Scientist,10/05,09/07,Lawyer,12/07,03/09,Research Assistant,04/09,11/11
1159,University of Missouri,3.26,Bachelors,San Diego,M,1.0,1,0,3,Junior SWE,04/07,05/09,Lawyer,07/09,01/10,N/A,N/A,N/A
1160,Columbia University,3.66,PhD,Philadelphia,F,0.0,1,0,4,Lawyer,09/04,02/07,Senior SWE,02/07,10/07,Junior Data Scientist,01/08,12/08
1161,Boston University,3.36,Masters,Houston,N/A,N/A,1,0,3,Lawyer,05/07,05/09,Lawyer,07/09,06/10,N/A,N/A,N/A
1162,Cornell University,2.13,Masters,Los Angeles,M,1.0,1,N/A,2,Junior SWE,10/09,07/10,ML Engineer,08/10,01/12,ML Engineer,03/12,06/14
1163,Pennsylvania State University,3.39,PhD,San Antonio,F,1.0,1,N/A,4,Senior SWE,08/08,06/09,N/A,N/A,N/A,N/A,N/A,N/A
1164,University of Minnesota Twin Cities,3.45,Bachelors,Houston,M,0.0,1,0,0,Junior Data Scientist,10/05,03/08,Teaching Assistant,06/08,04/10,Teaching Assistant,05/10,09/11
1165,Michigan State University,3.69,PhD,San Diego,F,N/A,0,1,1,Teaching Assistant,12/01,04/04,Research Assistant,05/04,12/05,Lawyer,12/05,08/08
1166,California Institute of Technology (Caltech),2.11,PhD,Houston,M,N/A,1,0,0,Senior Data Scientist,09/01,03/04,Lawyer,04/04,12/04,Teaching Assistant,12/04,04/07
1167,New York University (NYU),2.17,PhD,New York City,N/A,N/A,1,1,4,Senior Data Scientist,09/00,12/01,Junior Data Scientist,03/02,06/04,ML Engineer,07/04,06/05
1168,University of Georgia,2.86,Masters,San Diego,F,0.0,1,1,3,Teaching Assistant,12/04,12/06,Research Assistant,03/07,10/07,Senior SWE,01/08,07/09
1169,Harvard University,2.9,Bachelors,Dallas,N/A,N/A,0,1,2,Junior SWE,12/02,04/05,Research Assistant,05/05,03/06,N/A,N/A,N/A
1170,Dartmouth College,3.21,PhD,Houston,N/A,N/A,1,0,2,Senior Data Scientist,05/01,02/02,Lawyer,05/02,06/03,Junior Data Scientist,06/03,01/06
1171,University of Washington,2.61,PhD,Chicago,F,N/A,0,0,3,Lawyer,11/02,02/03,Junior SWE,05/03,05/04,Junior Data Scientist,07/04,05/05
1172,Johns Hopkins University,3.48,Bachelors,Phoenix,F,1.0,1,0,4,ML Engineer,08/02,02/05,Senior Data Scientist,05/05,10/05,ML Engineer,12/05,04/07
1173,University of Virginia,3.48,Bachelors,Phoenix,N/A,N/A,1,N/A,1,ML Engineer,11/08,04/09,Research Assistant,04/09,08/09,Lawyer,09/09,05/11
1174,Rice University,2.23,Bachelors,Dallas,F,0.0,0,0,4,Senior SWE,05/06,09/06,Junior SWE,11/06,09/07,N/A,N/A,N/A
1175,Harvard University,3.41,Masters,Los Angeles,M,N/A,0,N/A,4,Junior SWE,02/02,07/02,Junior SWE,09/02,04/03,Senior SWE,04/03,06/05
1176,University of Missouri,3.4,Bachelors,San Jose,F,0.0,1,1,0,Research Assistant,03/04,06/06,Lawyer,07/06,01/07,Lawyer,01/07,07/09
1177,Duke University,2.32,Bachelors,Phoenix,N/A,1.0,1,1,1,Junior SWE,01/01,10/02,Junior SWE,11/02,03/03,N/A,N/A,N/A
1178,Emory University,3.9,PhD,Houston,M,1.0,1,N/A,3,Junior SWE,04/08,09/08,Senior SWE,12/08,12/10,Research Assistant,02/11,09/11
1179,University of Delaware,3.04,PhD,Los Angeles,N/A,1.0,1,1,3,Junior Data Scientist,06/00,11/01,N/A,N/A,N/A,N/A,N/A,N/A
1180,University of Colorado Boulder,3.56,Masters,San Diego,M,1.0,1,0,4,Teaching Assistant,11/01,06/02,Junior Data Scientist,06/02,08/03,ML Engineer,08/03,12/03
1181,University of Houston,3.44,Masters,San Antonio,N/A,N/A,0,1,2,Junior SWE,10/03,01/04,Teaching Assistant,02/04,09/05,Senior Data Scientist,12/05,01/07
1182,Texas A&M University,2.33,PhD,San Jose,F,N/A,1,1,4,Senior Data Scientist,04/04,11/06,ML Engineer,02/07,07/08,ML Engineer,08/08,12/09
1183,Princeton University,2.25,Masters,Chicago,F,N/A,1,1,3,Senior Data Scientist,10/06,03/09,Junior Data Scientist,03/09,06/11,Junior SWE,07/11,01/14
1184,Indiana University Bloomington,3.56,Bachelors,Los Angeles,N/A,0.0,0,N/A,4,Junior SWE,02/02,09/03,Senior Data Scientist,12/03,07/06,Lawyer,08/06,02/07
1185,Massachusetts Institute of Technology (MIT),2.53,Masters,San Antonio,F,N/A,0,1,1,Lawyer,09/04,01/05,Senior SWE,03/05,02/06,Senior Data Scientist,04/06,12/06
1186,Stanford University,3.77,Masters,New York City,F,0.0,1,N/A,4,Research Assistant,06/01,01/03,Senior Data Scientist,03/03,12/05,Research Assistant,01/06,08/07
1187,Florida State University,3.54,Masters,Los Angeles,F,1.0,0,1,4,Teaching Assistant,12/03,08/06,Lawyer,11/06,04/07,Teaching Assistant,05/07,10/09
1188,Indiana University Bloomington,2.05,PhD,Dallas,F,1.0,1,0,4,Senior SWE,11/06,09/07,ML Engineer,12/07,07/08,Senior Data Scientist,09/08,10/10
1189,University of Oregon,3.61,PhD,Phoenix,F,N/A,1,1,2,ML Engineer,08/01,08/03,Senior SWE,08/03,02/06,Junior SWE,04/06,08/07
1190,University of Oregon,2.54,PhD,Los Angeles,M,0.0,0,0,2,Junior Data Scientist,04/09,03/10,Senior Data Scientist,04/10,07/12,Research Assistant,09/12,06/14
1191,University of Delaware,2.12,Masters,Houston,N/A,1.0,0,1,2,ML Engineer,06/01,07/02,Senior Data Scientist,08/02,07/04,Senior Data Scientist,08/04,03/07
1192,University of Southern California (USC),3.42,PhD,Dallas,F,1.0,1,1,1,Senior Data Scientist,04/00,10/02,Senior Data Scientist,10/02,06/05,Research Assistant,06/05,01/07
1193,Columbia University,3.15,PhD,San Antonio,M,1.0,1,1,2,Junior Data Scientist,11/05,08/07,Lawyer,10/07,01/09,ML Engineer,01/09,11/09
1194,Stanford University,2.15,Bachelors,San Diego,F,1.0,0,N/A,4,Teaching Assistant,10/07,06/08,ML Engineer,09/08,02/09,N/A,N/A,N/A
1195,Rice University,2.91,Bachelors,San Antonio,M,1.0,0,N/A,3,Senior Data Scientist,04/02,03/04,Senior SWE,04/04,01/06,Teaching Assistant,01/06,11/06
1196,Louisiana State University (LSU),2.72,Masters,San Antonio,M,N/A,1,0,3,Junior SWE,11/08,08/10,Research Assistant,11/10,07/11,Lawyer,10/11,08/12
1197,University of Iowa,2.99,Bachelors,Los Angeles,F,N/A,1,1,3,Research Assistant,02/04,12/04,Senior Data Scientist,12/04,03/07,Research Assistant,05/07,09/07
1198,University of Houston,3.13,PhD,San Jose,M,1.0,1,N/A,2,Senior SWE,04/01,11/03,N/A,N/A,N/A,N/A,N/A,N/A
1199,Florida State University,2.73,Masters,Dallas,F,N/A,1,1,1,Junior SWE,09/05,09/07,Teaching Assistant,10/07,05/08,Lawyer,07/08,01/10
1200,Yale University,2.51,Masters,New York City,F,0.0,1,N/A,4,Lawyer,11/01,09/03,Senior Data Scientist,10/03,08/04,Senior SWE,08/04,06/06
1201,Arizona State University,2.2,Masters,Dallas,N/A,1.0,0,1,1,Senior Data Scientist,07/09,10/10,Lawyer,01/11,04/13,Junior Data Scientist,04/13,10/14
1202,University of North Carolina at Chapel Hill,3.14,Masters,Phoenix,M,N/A,1,1,4,Research Assistant,10/05,04/06,Junior Data Scientist,07/06,11/06,Junior Data Scientist,01/07,03/08
1203,University of Utah,3.44,PhD,San Jose,N/A,0.0,0,N/A,2,Senior SWE,01/00,03/02,Lawyer,06/02,11/03,Junior SWE,12/03,02/06
1204,Ohio State University,2.45,Bachelors,Philadelphia,F,1.0,1,N/A,4,Senior Data Scientist,08/04,10/05,Junior SWE,01/06,07/07,ML Engineer,09/07,02/08
1205,New York University (NYU),3.01,PhD,Dallas,M,0.0,0,0,1,Lawyer,12/05,07/07,Research Assistant,10/07,06/09,Lawyer,06/09,04/10
1206,Dartmouth College,2.08,PhD,Chicago,N/A,0.0,0,N/A,1,Lawyer,03/00,02/02,Senior SWE,02/02,06/04,Research Assistant,06/04,12/05
1207,Vanderbilt University,3.72,Masters,San Diego,F,0.0,1,0,2,Junior Data Scientist,11/00,06/02,ML Engineer,06/02,09/04,ML Engineer,10/04,06/06
1208,Vanderbilt University,2.48,PhD,San Diego,M,1.0,0,0,3,Senior SWE,05/02,08/04,Lawyer,09/04,10/06,Senior Data Scientist,11/06,08/08
1209,Duke University,2.94,Bachelors,Chicago,N/A,N/A,1,1,0,Senior SWE,04/03,11/03,Teaching Assistant,12/03,06/06,Junior Data Scientist,07/06,06/08
1210,Georgia Institute of Technology (Georgia Tech),2.76,Bachelors,Houston,F,0.0,0,0,3,Junior Data Scientist,12/07,07/08,Teaching Assistant,08/08,02/11,Junior SWE,04/11,03/12
1211,Columbia University,2.3,Masters,Philadelphia,F,N/A,1,0,2,Lawyer,08/09,06/11,Junior Data Scientist,06/11,07/12,Teaching Assistant,10/12,01/15
1212,Georgia Institute of Technology (Georgia Tech),3.86,Bachelors,Dallas,F,0.0,0,1,4,Research Assistant,03/00,10/01,Teaching Assistant,10/01,11/03,ML Engineer,12/03,07/06
1213,Rutgers University,3.71,Masters,Philadelphia,M,0.0,1,1,4,Lawyer,08/04,09/05,Lawyer,11/05,12/07,Junior SWE,02/08,10/08
1214,University of Notre Dame,3.1,Bachelors,Los Angeles,N/A,1.0,1,0,0,Senior Data Scientist,02/06,11/08,ML Engineer,11/08,11/09,Research Assistant,12/09,07/12
1215,University of Oklahoma,3.82,Masters,Philadelphia,F,1.0,0,N/A,0,Senior SWE,10/00,12/02,N/A,N/A,N/A,N/A,N/A,N/A
1216,Texas A&M University,3.48,Bachelors,New York City,M,N/A,1,0,3,Research Assistant,06/07,06/08,ML Engineer,07/08,02/11,ML Engineer,05/11,10/13
1217,Texas A&M University,2.83,Masters,San Jose,F,N/A,0,0,2,Teaching Assistant,04/00,09/01,Teaching Assistant,11/01,07/04,N/A,N/A,N/A
1218,University of Texas at Austin,2.64,Masters,New York City,N/A,1.0,1,N/A,0,Junior SWE,07/04,07/06,Junior SWE,08/06,05/08,Lawyer,08/08,02/10
1219,Johns Hopkins University,2.83,Masters,Phoenix,N/A,N/A,1,1,0,Teaching Assistant,07/01,06/02,Senior SWE,08/02,01/05,Junior Data Scientist,03/05,12/06
1220,Carnegie Mellon University,3.44,Masters,San Diego,F,1.0,1,1,0,Teaching Assistant,01/01,06/02,Teaching Assistant,09/02,03/03,Junior Data Scientist,06/03,02/04
1221,University of Georgia,2.54,Bachelors,New York City,N/A,N/A,0,N/A,4,Research Assistant,05/05,08/05,N/A,N/A,N/A,N/A,N/A,N/A
1222,University of Missouri,2.15,PhD,Philadelphia,N/A,0.0,1,0,1,ML Engineer,10/03,11/04,Junior Data Scientist,11/04,04/07,Junior SWE,05/07,09/09
1223,University of Tennessee Knoxville,2.74,Masters,Phoenix,N/A,N/A,1,0,2,Junior Data Scientist,05/00,06/02,N/A,N/A,N/A,N/A,N/A,N/A
1224,Duke University,3.0,PhD,San Diego,F,N/A,0,0,4,Research Assistant,02/05,07/05,Junior SWE,08/05,01/07,N/A,N/A,N/A
1225,University of Kentucky,3.8,Bachelors,Dallas,N/A,N/A,0,0,2,Teaching Assistant,10/08,02/11,Research Assistant,02/11,08/11,Junior Data Scientist,10/11,02/14
1226,University of Colorado Boulder,2.35,Bachelors,Phoenix,F,1.0,1,N/A,0,Teaching Assistant,06/06,03/09,Lawyer,04/09,11/11,Junior Data Scientist,02/12,08/13
1227,University of Missouri,3.6,Bachelors,Chicago,M,N/A,0,0,4,Teaching Assistant,12/04,04/05,Junior SWE,04/05,08/06,Junior SWE,09/06,02/07
1228,University of Missouri,3.96,Masters,Philadelphia,M,0.0,0,1,0,Junior SWE,10/01,12/02,Research Assistant,02/03,12/03,N/A,N/A,N/A
1229,University of Miami,3.9,Bachelors,New York City,N/A,0.0,0,1,0,Junior Data Scientist,03/00,11/01,ML Engineer,01/02,09/04,Junior SWE,11/04,03/05
1230,Florida State University,2.13,Bachelors,San Diego,N/A,N/A,1,N/A,0,Senior SWE,03/08,12/08,Junior SWE,02/09,12/10,Teaching Assistant,01/11,02/12
1231,University of Arizona,2.93,Bachelors,San Jose,N/A,0.0,1,N/A,0,Lawyer,02/03,04/05,Senior SWE,07/05,02/06,Lawyer,04/06,05/07
1232,University of Alabama,2.56,Bachelors,Los Angeles,F,0.0,1,1,3,Research Assistant,03/09,01/10,N/A,N/A,N/A,N/A,N/A,N/A
1233,University of Iowa,3.68,Masters,Chicago,N/A,N/A,1,0,0,Lawyer,09/07,02/10,Research Assistant,04/10,02/11,Research Assistant,04/11,07/12
1234,Indiana University Bloomington,2.65,Masters,San Antonio,N/A,1.0,0,N/A,1,Research Assistant,05/07,09/08,Research Assistant,10/08,02/11,Senior Data Scientist,03/11,06/11
1235,University of Alabama,3.1,Bachelors,New York City,F,1.0,0,0,4,ML Engineer,11/07,06/10,Senior SWE,08/10,12/11,Junior Data Scientist,02/12,02/13
1236,Northwestern University,2.01,PhD,Phoenix,M,0.0,0,N/A,2,ML Engineer,12/09,09/11,Senior SWE,10/11,11/13,Senior SWE,12/13,03/16
1237,Princeton University,2.4,Bachelors,Houston,N/A,N/A,0,0,1,Junior SWE,01/01,11/02,Junior SWE,12/02,07/03,Senior Data Scientist,08/03,05/04
1238,University of Florida,3.12,PhD,San Diego,N/A,N/A,1,0,2,Junior SWE,08/01,08/02,Research Assistant,10/02,03/05,Junior SWE,05/05,08/06
1239,Dartmouth College,2.6,Bachelors,Dallas,M,1.0,0,0,3,Junior Data Scientist,01/08,08/08,Junior SWE,09/08,08/10,Senior SWE,10/10,02/12
1240,Cornell University,3.24,Masters,San Diego,F,1.0,1,1,1,Junior Data Scientist,08/09,03/11,Senior SWE,06/11,11/13,Research Assistant,01/14,06/15
1241,California Institute of Technology (Caltech),2.92,PhD,New York City,N/A,N/A,1,N/A,1,Research Assistant,09/04,05/07,Research Assistant,06/07,05/09,Junior Data Scientist,07/09,08/11
1242,University of Colorado Boulder,3.18,PhD,Phoenix,F,0.0,1,1,1,Research Assistant,01/00,02/02,Junior SWE,05/02,10/04,Senior SWE,11/04,07/06
1243,Dartmouth College,2.98,Masters,San Diego,M,N/A,1,N/A,2,Senior Data Scientist,07/02,02/03,Lawyer,03/03,03/05,Junior SWE,04/05,03/07
1244,University of Miami,3.54,PhD,Dallas,M,1.0,0,0,2,Teaching Assistant,05/02,09/03,Junior Data Scientist,11/03,09/04,Lawyer,10/04,04/07
1245,California Institute of Technology (Caltech),2.39,PhD,Phoenix,M,1.0,0,N/A,2,Senior Data Scientist,06/00,04/01,Junior SWE,07/01,01/02,Lawyer,02/02,05/03
1246,University of Houston,3.8,Bachelors,San Diego,N/A,1.0,1,1,3,ML Engineer,10/09,07/12,Teaching Assistant,07/12,12/14,Junior SWE,03/15,11/15
1247,Yale University,3.52,Masters,Houston,F,N/A,1,1,0,Teaching Assistant,03/08,04/10,Senior Data Scientist,06/10,09/10,Teaching Assistant,09/10,04/11
1248,Indiana University Bloomington,2.49,Masters,Phoenix,M,1.0,0,N/A,2,Lawyer,07/07,09/08,N/A,N/A,N/A,N/A,N/A,N/A
1249,Indiana University Bloomington,2.01,Masters,San Antonio,F,0.0,1,1,0,Research Assistant,11/02,03/03,Teaching Assistant,06/03,11/03,Research Assistant,01/04,10/06
1250,University of Iowa,2.82,PhD,Dallas,M,N/A,0,0,1,Senior Data Scientist,10/07,11/09,Teaching Assistant,01/10,06/10,N/A,N/A,N/A
1251,University of Colorado Boulder,2.46,Bachelors,New York City,N/A,0.0,1,0,0,Senior Data Scientist,01/09,04/10,Senior SWE,06/10,01/11,Lawyer,04/11,12/12
1252,University of Pittsburgh,2.69,PhD,Dallas,M,1.0,0,0,3,Senior SWE,10/01,04/03,Research Assistant,05/03,05/04,Teaching Assistant,05/04,05/06
1253,University of Arizona,3.67,Masters,Houston,F,1.0,0,0,4,ML Engineer,05/01,11/02,Senior Data Scientist,11/02,06/04,Junior Data Scientist,09/04,09/06
1254,Louisiana State University (LSU),3.75,Masters,New York City,F,1.0,1,N/A,1,Research Assistant,06/06,11/08,Teaching Assistant,12/08,03/10,N/A,N/A,N/A
1255,Rutgers University,3.9,Masters,Phoenix,M,0.0,1,N/A,2,ML Engineer,01/00,08/01,Lawyer,08/01,11/03,Junior Data Scientist,12/03,08/05
1256,University of Miami,2.0,Masters,Chicago,N/A,0.0,0,0,0,Junior Data Scientist,05/03,10/04,Senior Data Scientist,12/04,11/06,Senior Data Scientist,01/07,04/08
1257,Texas A&M University,3.31,Masters,San Jose,N/A,1.0,0,1,3,Teaching Assistant,02/02,07/04,N/A,N/A,N/A,N/A,N/A,N/A
1258,University of Tennessee Knoxville,3.69,Masters,Philadelphia,M,1.0,1,0,3,Junior SWE,10/05,05/06,Teaching Assistant,05/06,10/07,Junior Data Scientist,10/07,05/10
1259,Rice University,3.45,PhD,San Diego,M,1.0,1,0,1,Lawyer,07/07,02/09,ML Engineer,03/09,08/11,Lawyer,10/11,03/12
1260,University of Pittsburgh,2.2,Bachelors,San Diego,N/A,N/A,0,0,4,Junior SWE,05/01,08/03,Senior Data Scientist,09/03,09/04,Senior Data Scientist,10/04,06/06
1261,Northwestern University,3.05,Bachelors,New York City,F,N/A,1,1,2,Lawyer,04/07,02/08,Senior Data Scientist,04/08,03/10,Senior SWE,05/10,03/12
1262,Princeton University,2.47,Bachelors,Dallas,N/A,1.0,0,N/A,0,Junior SWE,05/09,12/11,Junior SWE,01/12,12/13,Senior SWE,03/14,07/14
1263,University of Chicago,2.98,PhD,San Diego,F,0.0,1,1,0,Teaching Assistant,04/07,08/08,Junior SWE,10/08,02/10,Senior Data Scientist,04/10,08/12
1264,Rutgers University,2.11,PhD,New York City,F,N/A,1,1,2,Senior SWE,10/05,05/07,Research Assistant,07/07,01/10,Senior Data Scientist,03/10,10/10
1265,University of Notre Dame,3.99,Bachelors,San Jose,F,N/A,0,1,4,ML Engineer,01/03,12/04,Senior Data Scientist,12/04,06/06,Junior SWE,07/06,02/08
1266,University of Delaware,3.42,Masters,San Antonio,F,0.0,0,N/A,2,Senior SWE,03/08,05/09,N/A,N/A,N/A,N/A,N/A,N/A
1267,University of Colorado Boulder,2.18,Masters,Dallas,F,0.0,0,0,2,Teaching Assistant,12/07,06/08,ML Engineer,08/08,05/10,Teaching Assistant,07/10,04/11
1268,Duke University,3.84,Bachelors,Los Angeles,N/A,1.0,1,0,0,Research Assistant,09/04,07/06,ML Engineer,10/06,04/07,Senior SWE,07/07,01/08
1269,University of North Carolina at Chapel Hill,3.79,PhD,Houston,F,N/A,0,N/A,3,Teaching Assistant,09/01,02/04,Lawyer,05/04,10/04,Lawyer,12/04,07/06
1270,University of Florida,3.03,Masters,San Antonio,M,N/A,0,1,3,Research Assistant,02/06,05/08,N/A,N/A,N/A,N/A,N/A,N/A
1271,University of Florida,3.4,PhD,Houston,M,0.0,1,1,4,Research Assistant,01/02,09/02,Lawyer,09/02,11/04,Junior SWE,12/04,11/06
1272,Ohio State University,2.74,Masters,Los Angeles,M,1.0,1,N/A,2,Lawyer,10/01,05/04,N/A,N/A,N/A,N/A,N/A,N/A
1273,Northwestern University,3.94,PhD,Philadelphia,M,1.0,0,N/A,3,Junior Data Scientist,05/06,01/07,Senior Data Scientist,02/07,06/09,Teaching Assistant,08/09,12/11
1274,Georgetown University,2.16,PhD,New York City,F,1.0,1,0,1,Senior SWE,07/03,03/04,Lawyer,05/04,06/06,N/A,N/A,N/A
1275,Cornell University,2.19,Masters,San Diego,M,1.0,0,0,4,Senior SWE,11/00,03/02,Senior Data Scientist,04/02,01/04,Senior Data Scientist,02/04,03/05
1276,University of Southern California (USC),2.26,Bachelors,Chicago,F,0.0,1,0,0,Junior SWE,03/09,07/10,ML Engineer,07/10,01/12,Senior Data Scientist,02/12,05/12
1277,Vanderbilt University,3.63,Masters,San Jose,N/A,1.0,0,N/A,1,Junior SWE,09/04,03/06,Research Assistant,05/06,12/07,Senior Data Scientist,12/07,05/10
1278,University of Georgia,2.14,Bachelors,Chicago,M,N/A,0,0,3,Senior Data Scientist,09/00,09/02,N/A,N/A,N/A,N/A,N/A,N/A
1279,University of South Carolina,3.13,Bachelors,Los Angeles,N/A,N/A,1,0,4,Senior Data Scientist,08/04,11/04,Junior Data Scientist,11/04,05/05,ML Engineer,06/05,07/06
1280,University of Tennessee Knoxville,2.86,PhD,Phoenix,N/A,1.0,0,0,1,Lawyer,02/08,02/10,Lawyer,02/10,11/11,N/A,N/A,N/A
1281,Princeton University,3.92,Masters,San Jose,N/A,N/A,0,0,2,Teaching Assistant,02/07,11/07,Junior Data Scientist,01/08,05/08,N/A,N/A,N/A
1282,University of Chicago,2.47,Masters,Philadelphia,F,0.0,1,0,0,Senior Data Scientist,03/00,01/02,N/A,N/A,N/A,N/A,N/A,N/A
1283,Pennsylvania State University,2.52,Masters,San Jose,M,N/A,1,N/A,0,Senior Data Scientist,09/09,02/10,Junior Data Scientist,04/10,10/12,N/A,N/A,N/A
1284,Brown University,2.63,PhD,Chicago,F,1.0,1,1,4,Senior SWE,04/01,07/02,Research Assistant,08/02,06/04,Teaching Assistant,08/04,01/07
1285,University of Oklahoma,3.6,Bachelors,San Diego,F,0.0,0,0,3,Senior Data Scientist,06/09,09/11,N/A,N/A,N/A,N/A,N/A,N/A
1286,University of Tennessee Knoxville,3.4,Bachelors,Chicago,N/A,0.0,1,N/A,4,Lawyer,03/08,11/08,Junior SWE,01/09,12/09,Senior SWE,12/09,09/10
1287,Rutgers University,3.47,Bachelors,Houston,F,0.0,1,0,2,Senior SWE,07/03,02/05,Junior Data Scientist,04/05,11/06,Junior SWE,01/07,01/08
1288,Purdue University,2.63,Bachelors,Chicago,N/A,1.0,1,0,2,Senior SWE,05/05,03/07,Research Assistant,04/07,07/08,Teaching Assistant,08/08,09/09
1289,Vanderbilt University,2.54,Bachelors,San Antonio,M,1.0,1,1,2,Junior Data Scientist,01/01,12/02,Research Assistant,01/03,07/04,Research Assistant,08/04,01/06
1290,University of Utah,2.14,Bachelors,Chicago,N/A,1.0,0,1,3,Research Assistant,04/00,05/02,Lawyer,06/02,06/04,Senior SWE,07/04,03/07
1291,Johns Hopkins University,2.4,Masters,New York City,F,1.0,1,1,1,Senior SWE,12/00,08/03,Junior SWE,10/03,11/05,N/A,N/A,N/A
1292,University of Notre Dame,3.55,Bachelors,Houston,N/A,N/A,1,1,4,ML Engineer,10/05,12/05,Lawyer,02/06,08/06,Teaching Assistant,09/06,11/07
1293,Iowa State University,3.16,Masters,Phoenix,M,0.0,1,1,3,Teaching Assistant,01/01,01/02,Teaching Assistant,03/02,07/04,ML Engineer,07/04,12/04
1294,University of Connecticut,2.31,PhD,Philadelphia,N/A,1.0,0,0,0,Lawyer,07/09,03/11,Teaching Assistant,05/11,07/12,Lawyer,08/12,09/14
1295,New York University (NYU),2.32,Masters,Los Angeles,F,N/A,1,N/A,2,ML Engineer,05/05,08/07,Junior SWE,10/07,01/09,Senior SWE,03/09,02/11
1296,University of Utah,2.93,Masters,San Diego,F,1.0,0,0,3,ML Engineer,03/09,11/10,Teaching Assistant,11/10,08/12,Senior SWE,09/12,03/13
